id,journal,nid_journal,ffecha_journal,nid_surtidor,nlado_surtidor,nid_producto,nposicion_manguera,dprecio_journal,dvolumen_journal,dmonto_journal,dcontometrogalon_journal,dcontometromoneda_journal,ffechacontable_journal,turno,nturno_journal,nestadodesp,nestadocont,ntransactionid_journal,ntranfinished_journal,created_at,updated_at
23947,,7503,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1028208.168,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,95.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23948,,7504,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.537,24.5,908751.9,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,2.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23949,,7505,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,0.778,10.0,282805.83,329051.01,2018-11-20 14:11:54 -0500,2,923,1,1,34.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23950,,7506,2018-11-19 00:00:00 -0500,2,2,2,2,12.85,1.556,20.0,349127.28,404795.55,2018-11-20 14:11:54 -0500,2,923,1,1,76.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23951,,7507,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.572,25.0,1028209.74,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,96.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23952,,7508,2018-11-19 00:00:00 -0500,1,1,3,3,14.85,2.02,30.0,211773.21,281089.88,2018-11-20 14:11:54 -0500,2,923,1,1,35.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23953,,7509,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,1.556,20.0,78003.6,86578.73,2018-11-20 14:11:54 -0500,2,923,1,1,10.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23954,,7510,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1028222.31,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,97.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23955,,7511,2018-11-19 00:00:00 -0500,4,4,3,3,14.85,0.673,10.0,71048.66,86460.71,2018-11-20 14:11:54 -0500,2,923,1,1,71.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23956,,7512,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.566,9.0,1028227.97,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,98.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23957,,7513,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,3.147,50.1,908783.37,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,3.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23958,,7514,2018-11-19 00:00:00 -0500,1,1,4,4,15.59,0.962,15.0,73043.37,103750.68,2018-11-20 14:11:54 -0500,2,923,1,1,36.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23959,,7515,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.024,0.4,1028228.21,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,99.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23960,,7516,2018-11-19 00:00:00 -0500,2,2,2,2,12.85,0.778,10.0,349135.06,404805.55,2018-11-20 14:11:54 -0500,2,923,1,1,77.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23961,,7517,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.019,0.4,1028228.4,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,1.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23962,,7518,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,3.565,56.7,908819.02,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,4.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23963,,7519,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.467,23.4,1028243.07,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,2.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23964,,7520,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,2.402,30.0,1052796.05,1104916.86,2018-11-20 14:11:54 -0500,2,923,1,1,37.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23965,,7521,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.778,10.0,78011.38,86588.73,2018-11-20 14:11:54 -0500,2,923,1,1,11.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23966,,7522,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.389,5.0,78015.27,86593.73,2018-11-20 14:11:54 -0500,2,923,1,1,12.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23967,,7523,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,908831.59,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,5.0,0.0,2018-11-27 11:48:52 -0500,2018-11-27 11:48:52 -0500
23968,,7524,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,1.051,13.5,78025.78,86607.23,2018-11-20 14:11:54 -0500,2,923,1,1,13.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23969,,7525,2018-11-19 00:00:00 -0500,5,5,1,2,11.84,0.507,6.0,304514.07,368384.09,2018-11-20 14:11:54 -0500,2,923,1,1,80.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23970,,7526,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.073,17.1,908842.32,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,6.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23971,,7527,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,5.204,65.0,1052848.09,1104981.86,2018-11-20 14:11:54 -0500,2,923,1,1,38.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23972,,7528,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.844,13.5,1028251.51,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,3.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23973,,7529,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,6.406,80.01,1052912.15,1105061.87,2018-11-20 14:11:54 -0500,2,923,1,1,39.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23974,,7530,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1028264.08,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,4.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23975,,7531,2018-11-19 00:00:00 -0500,4,4,2,2,12.85,0.389,5.0,77612.17,84660.16,2018-11-20 14:11:54 -0500,3,923,1,1,72.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23976,,7532,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,1.556,20.0,282821.39,329071.01,2018-11-20 14:11:54 -0500,3,923,1,1,40.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23977,,7533,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,0.801,10.0,782168.72,819969.17,2018-11-20 14:11:54 -0500,3,923,1,1,78.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23978,,7534,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,1.556,20.0,282836.95,329091.01,2018-11-20 14:11:54 -0500,3,923,1,1,41.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23979,,7535,2018-11-19 00:00:00 -0500,1,1,3,3,14.85,3.367,50.0,211806.88,281139.88,2018-11-20 14:11:54 -0500,3,923,1,1,42.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23980,,7536,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,3.028,48.2,1028294.36,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,5.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23981,,7537,2018-11-19 00:00:00 -0500,4,4,3,3,14.85,0.673,10.0,71055.39,86470.71,2018-11-20 14:11:54 -0500,3,923,1,1,73.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23982,,7538,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.901,30.3,908861.33,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,7.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23983,,7539,2018-11-19 00:00:00 -0500,4,4,3,3,14.85,1.01,15.0,71065.49,86485.71,2018-11-20 14:11:54 -0500,3,923,1,1,74.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23984,,7540,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.132,18.0,908872.65,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,8.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23985,,7541,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,3.203,40.0,415628.13,396789.33,2018-11-20 14:11:54 -0500,3,923,1,1,75.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23986,,7542,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.628,10.0,1028300.64,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,6.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23987,,7543,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,2.402,30.0,1052936.17,1105091.87,2018-11-20 14:11:54 -0500,3,923,1,1,43.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23988,,7544,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.628,10.0,1028306.92,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,7.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23989,,7545,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,4.804,60.0,782216.76,820029.17,2018-11-20 14:11:54 -0500,3,923,1,1,79.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23990,,7546,2018-11-19 00:00:00 -0500,1,1,3,3,14.85,0.337,5.0,211810.25,281144.88,2018-11-20 14:11:54 -0500,3,923,1,1,44.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23991,,7547,2018-11-19 00:00:00 -0500,1,1,4,4,15.59,1.026,16.0,73053.63,103766.68,2018-11-20 14:11:54 -0500,3,923,1,1,45.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23992,,7548,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,1.601,20.0,782232.77,820049.17,2018-11-20 14:11:54 -0500,3,923,1,1,80.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23993,,7549,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,908878.93,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,9.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23994,,7550,2018-11-19 00:00:00 -0500,4,4,2,2,12.85,0.778,10.0,77619.95,84670.16,2018-11-20 14:11:54 -0500,3,923,1,1,76.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23995,,7551,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,1.601,20.0,311356.8,301992.9,2018-11-20 14:11:54 -0500,3,923,1,1,14.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23996,,7552,2018-11-19 00:00:00 -0500,2,2,2,2,12.85,0.389,5.0,349138.95,404810.55,2018-11-20 14:11:54 -0500,3,923,1,1,81.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23997,,7553,2018-11-19 00:00:00 -0500,5,5,2,3,12.85,0.156,2.0,2607075.69,2932534.21,2018-11-20 14:11:54 -0500,3,923,1,1,81.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
23998,,7554,2018-11-19 00:00:00 -0500,5,5,5,1,12.49,1.601,20.0,936101.48,1198268.31,2018-11-20 14:11:54 -0500,3,923,1,1,82.0,0.0,2018-11-27 11:48:53 -0500,2018-11-27 11:48:53 -0500
