id,journal,nid_journal,ffecha_journal,nid_surtidor,nlado_surtidor,nid_producto,nposicion_manguera,dprecio_journal,dvolumen_journal,dmonto_journal,dcontometrogalon_journal,dcontometromoneda_journal,ffechacontable_journal,turno,nturno_journal,nestadodesp,nestadocont,ntransactionid_journal,ntranfinished_journal,created_at,updated_at
23566,,7122,2018-11-18 00:00:00 -0500,8,8,7,1,1.59,0.437,7.0,907649.83,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,14.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23567,,7123,2018-11-18 00:00:00 -0500,5,5,2,3,12.85,0.078,1.0,2606967.52,2932395.21,2018-11-20 14:11:54 -0500,3,923,1,1,60.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23568,,7124,2018-11-18 00:00:00 -0500,5,5,1,2,11.84,0.253,3.0,304446.78,368304.44,2018-11-20 14:11:54 -0500,3,923,1,1,61.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23569,,7125,2018-11-18 00:00:00 -0500,8,8,7,1,1.59,2.333,37.1,907673.16,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,15.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23570,,7126,2018-11-18 00:00:00 -0500,2,2,5,1,12.49,9.247,115.5,781272.0,818849.17,2018-11-20 14:11:54 -0500,3,923,1,1,41.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23571,,7127,2018-11-18 00:00:00 -0500,3,3,5,1,12.49,8.647,108.0,309739.52,299972.9,2018-11-20 14:11:54 -0500,3,923,1,1,53.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23572,,7128,2018-11-18 00:00:00 -0500,1,1,5,1,12.49,2.722,34.0,1050868.19,1102508.94,2018-11-20 14:11:54 -0500,3,923,1,1,74.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23573,,7129,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1026788.0,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,6.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23574,,7130,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,1.253,20.0,1026800.53,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,7.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23575,,7131,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,1.755,28.0,1026818.08,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,8.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23576,,7132,2018-11-18 00:00:00 -0500,4,4,2,2,12.85,0.778,10.0,77500.13,84516.16,2018-11-20 14:11:54 -0500,3,923,1,1,33.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23577,,7133,2018-11-18 00:00:00 -0500,1,1,2,2,12.85,1.247,16.02,282484.94,328638.63,2018-11-20 14:11:54 -0500,3,923,1,1,75.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23578,,7134,2018-11-18 00:00:00 -0500,8,8,7,1,1.59,0.943,15.0,907682.59,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,16.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23579,,7135,2018-11-18 00:00:00 -0500,8,8,7,1,1.59,0.04,0.7,907682.99,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,17.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23580,,7136,2018-11-18 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,907695.56,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,18.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23581,,7137,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,3.015,48.0,1026848.23,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,9.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23582,,7138,2018-11-18 00:00:00 -0500,8,8,7,1,1.59,1.919,30.6,907714.75,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,19.0,0.0,2018-11-27 11:48:47 -0500,2018-11-27 11:48:47 -0500
23583,,7139,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,0.314,5.0,1026851.37,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,10.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23584,,7140,2018-11-18 00:00:00 -0500,4,4,3,3,14.85,3.03,45.0,70827.11,86131.71,2018-11-20 14:11:54 -0500,3,923,1,1,34.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23585,,7141,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,2.515,40.0,1026876.52,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,11.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23586,,7142,2018-11-18 00:00:00 -0500,1,1,5,1,12.49,8.006,100.0,1050948.25,1102608.94,2018-11-20 14:11:54 -0500,3,923,1,1,76.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23587,,7143,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,0.628,10.0,1026882.8,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,12.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23588,,7144,2018-11-18 00:00:00 -0500,1,1,2,2,12.85,0.778,10.0,282492.72,328648.63,2018-11-20 14:11:54 -0500,3,923,1,1,77.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23589,,7145,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,0.314,5.0,1026885.94,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,13.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23590,,7146,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1026898.51,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,14.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23591,,7147,2018-11-18 00:00:00 -0500,1,1,2,2,12.85,0.653,8.39,282499.25,328657.02,2018-11-20 14:11:54 -0500,3,923,1,1,78.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23592,,7148,2018-11-18 00:00:00 -0500,2,2,2,2,12.85,0.623,8.0,348930.48,404542.64,2018-11-20 14:11:54 -0500,3,923,1,1,42.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23593,,7149,2018-11-18 00:00:00 -0500,6,6,1,2,11.84,1.267,15.0,313067.41,377186.17,2018-11-20 14:11:54 -0500,3,923,1,1,12.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23594,,7150,2018-11-18 00:00:00 -0500,3,3,3,3,14.85,2.02,30.0,85018.56,102149.24,2018-11-20 14:11:54 -0500,3,923,1,1,54.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23595,,7151,2018-11-18 00:00:00 -0500,7,7,7,1,1.59,3.139,50.0,1026929.9,0.0,2018-11-20 14:11:54 -0500,3,923,1,1,15.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23596,,7152,2018-11-18 00:00:00 -0500,3,3,2,2,12.85,1.167,15.0,77741.09,86241.4,2018-11-20 14:11:54 -0500,3,923,1,1,55.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23597,,7153,2018-11-18 00:00:00 -0500,4,4,2,2,12.85,0.233,3.0,77502.46,84519.16,2018-11-20 14:11:54 -0500,3,923,1,1,35.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23598,,7154,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,1.601,20.0,309755.53,299992.9,2018-11-20 14:11:54 -0500,1,923,1,1,56.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23599,,7155,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,1.395,17.93,77755.04,86259.33,2018-11-20 14:11:54 -0500,1,923,1,1,57.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23600,,7156,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,4.404,55.01,1050992.29,1102663.95,2018-11-20 14:11:54 -0500,1,923,1,1,79.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23601,,7157,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,6.405,80.0,414970.4,395967.83,2018-11-20 14:11:54 -0500,1,923,1,1,36.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23602,,7158,2018-11-19 00:00:00 -0500,3,3,3,3,14.85,6.061,90.0,85079.17,102239.24,2018-11-20 14:11:54 -0500,1,923,1,1,58.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23603,,7159,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,907727.32,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,20.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23604,,7160,2018-11-19 00:00:00 -0500,5,5,1,2,11.84,2.112,25.01,304467.9,368329.45,2018-11-20 14:11:54 -0500,1,923,1,1,62.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23605,,7161,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,4.003,50.0,415010.43,396017.83,2018-11-20 14:11:54 -0500,1,923,1,1,37.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23606,,7162,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,0.801,10.0,415018.44,396027.83,2018-11-20 14:11:54 -0500,1,923,1,1,38.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23607,,7163,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,48.039,600.01,310235.92,300592.91,2018-11-20 14:11:54 -0500,1,923,1,1,59.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23608,,7164,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.242,19.8,1026942.32,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,16.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23609,,7165,2018-11-19 00:00:00 -0500,5,5,2,3,12.85,1.167,15.0,2606979.19,2932410.21,2018-11-20 14:11:54 -0500,1,923,1,1,63.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23610,,7166,2018-11-19 00:00:00 -0500,6,6,1,2,11.84,1.436,17.0,313081.77,377203.17,2018-11-20 14:11:54 -0500,1,923,1,1,13.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23611,,7167,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,56.045,700.0,1051552.74,1103363.95,2018-11-20 14:11:54 -0500,1,923,1,1,80.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23612,,7168,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,907733.6,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,21.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23613,,7169,2018-11-19 00:00:00 -0500,4,4,3,3,14.85,2.694,40.0,70854.05,86171.71,2018-11-20 14:11:54 -0500,1,923,1,1,39.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23614,,7170,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.886,30.0,1026961.18,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,17.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23615,,7171,2018-11-19 00:00:00 -0500,2,2,2,2,12.85,0.389,5.0,348934.37,404547.64,2018-11-20 14:11:54 -0500,1,923,1,1,43.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23616,,7172,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.893,14.2,1026970.11,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,18.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23617,,7173,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,3.113,40.0,282530.38,328697.02,2018-11-20 14:11:54 -0500,1,923,1,1,81.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23618,,7174,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.431,38.7,1026994.43,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,19.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23619,,7175,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.15,18.3,907745.1,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,22.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23620,,7176,2018-11-19 00:00:00 -0500,3,3,3,3,14.85,2.694,40.0,85106.11,102279.24,2018-11-20 14:11:54 -0500,1,923,1,1,60.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23621,,7177,2018-11-19 00:00:00 -0500,4,4,3,3,14.85,6.734,100.0,70921.39,86271.71,2018-11-20 14:11:54 -0500,1,923,1,1,40.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23622,,7178,2018-11-19 00:00:00 -0500,5,5,2,3,12.85,3.891,50.0,2607018.1,2932460.21,2018-11-20 14:11:54 -0500,1,923,1,1,64.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23623,,7179,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,907757.67,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,23.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23624,,7180,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.515,40.0,1027019.58,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,20.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23625,,7181,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,907763.95,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,24.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23626,,7182,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.954,31.1,907783.49,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,25.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23627,,7183,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.509,39.9,1027044.67,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,21.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23628,,7184,2018-11-19 00:00:00 -0500,1,1,3,3,14.85,0.875,13.0,211648.63,280904.88,2018-11-20 14:11:54 -0500,1,923,1,1,82.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23629,,7185,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.623,8.0,77761.27,86267.33,2018-11-20 14:11:54 -0500,1,923,1,1,61.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23630,,7186,2018-11-19 00:00:00 -0500,1,1,3,3,14.85,1.347,20.0,211662.1,280924.88,2018-11-20 14:11:54 -0500,1,923,1,1,83.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23631,,7187,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.778,10.0,77769.05,86277.33,2018-11-20 14:11:54 -0500,1,923,1,1,62.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23632,,7188,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,8.006,100.0,415098.5,396127.83,2018-11-20 14:11:54 -0500,1,923,1,1,41.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23633,,7189,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,3.891,50.0,282569.29,328747.02,2018-11-20 14:11:54 -0500,1,923,1,1,84.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23634,,7190,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,1.601,20.0,1051568.75,1103383.95,2018-11-20 14:11:54 -0500,1,923,1,1,85.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23635,,7191,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,2.402,30.0,1051592.77,1103413.95,2018-11-20 14:11:54 -0500,1,923,1,1,86.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23636,,7192,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.389,5.0,77772.94,86282.33,2018-11-20 14:11:54 -0500,1,923,1,1,63.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23637,,7193,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,1.601,20.0,781288.01,818869.17,2018-11-20 14:11:54 -0500,1,923,1,1,44.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23638,,7194,2018-11-19 00:00:00 -0500,1,1,3,3,14.85,1.347,20.0,211675.57,280944.88,2018-11-20 14:11:54 -0500,1,923,1,1,87.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23639,,7195,2018-11-19 00:00:00 -0500,4,4,3,3,14.85,1.347,20.0,70934.86,86291.71,2018-11-20 14:11:54 -0500,1,923,1,1,42.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23640,,7196,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,26.42,329.99,310500.12,300922.9,2018-11-20 14:11:54 -0500,1,923,1,1,64.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23641,,7197,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,1.601,20.0,415114.51,396147.83,2018-11-20 14:11:54 -0500,1,923,1,1,43.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23642,,7198,2018-11-19 00:00:00 -0500,5,5,2,3,12.85,0.545,7.0,2607023.55,2932467.21,2018-11-20 14:11:54 -0500,1,923,1,1,65.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23643,,7199,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,16.013,200.0,310660.25,301122.9,2018-11-20 14:11:54 -0500,1,923,1,1,65.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23644,,7200,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,8.006,100.0,310740.31,301222.9,2018-11-20 14:11:54 -0500,1,923,1,1,66.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23645,,7201,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027057.24,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,22.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23646,,7202,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.628,10.0,1027063.52,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,23.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23647,,7203,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,2.402,30.0,310764.33,301252.9,2018-11-20 14:11:54 -0500,1,923,1,1,67.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23648,,7204,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.778,10.0,77780.72,86292.33,2018-11-20 14:11:54 -0500,1,923,1,1,68.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23649,,7205,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.515,8.2,907788.64,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,26.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23650,,7206,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.389,5.0,77784.61,86297.33,2018-11-20 14:11:54 -0500,1,923,1,1,69.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23651,,7207,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,907794.92,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,27.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23652,,7208,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.314,5.0,907798.06,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,28.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23653,,7209,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,0.778,10.0,282577.07,328757.02,2018-11-20 14:11:54 -0500,1,923,1,1,88.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23654,,7210,2018-11-19 00:00:00 -0500,3,3,4,4,15.59,13.811,215.31,17393.31,24406.27,2018-11-20 14:11:54 -0500,1,923,1,1,70.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23655,,7211,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.825,29.1,1027081.77,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,24.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23656,,7212,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,907810.63,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,29.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23657,,7213,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027094.34,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,25.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23658,,7214,2018-11-19 00:00:00 -0500,4,4,3,3,14.85,0.808,12.0,70942.94,86303.71,2018-11-20 14:11:54 -0500,1,923,1,1,44.0,0.0,2018-11-27 11:48:48 -0500,2018-11-27 11:48:48 -0500
23659,,7215,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027106.91,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,26.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23660,,7216,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,907823.2,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,30.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23661,,7217,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.623,8.0,77790.84,86305.33,2018-11-20 14:11:54 -0500,1,923,1,1,71.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23662,,7218,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.314,5.0,907826.34,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,31.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23663,,7219,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.778,10.0,77798.62,86315.33,2018-11-20 14:11:54 -0500,1,923,1,1,72.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23664,,7220,2018-11-19 00:00:00 -0500,1,1,3,3,14.85,0.673,10.0,211682.3,280954.88,2018-11-20 14:11:54 -0500,1,923,1,1,89.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23665,,7221,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.667,26.6,1027123.58,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,27.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23666,,7222,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.943,15.0,907835.77,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,32.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23667,,7223,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,16.013,200.0,415274.64,396347.83,2018-11-20 14:11:54 -0500,1,923,1,1,45.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23668,,7224,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,2.335,30.0,282600.42,328787.02,2018-11-20 14:11:54 -0500,1,923,1,1,90.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23669,,7225,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,4.003,50.0,415314.67,396397.83,2018-11-20 14:11:54 -0500,1,923,1,1,46.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23670,,7226,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,3.203,40.0,310796.36,301292.9,2018-11-20 14:11:54 -0500,1,923,1,1,73.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23671,,7227,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.535,40.4,1027148.93,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,28.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23672,,7228,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,8.006,100.0,781368.07,818969.17,2018-11-20 14:11:54 -0500,1,923,1,1,45.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23673,,7229,2018-11-19 00:00:00 -0500,4,4,2,2,12.85,0.272,3.5,77505.18,84522.66,2018-11-20 14:11:54 -0500,1,923,1,1,47.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23674,,7230,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.886,30.0,1027167.79,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,29.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23675,,7231,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027180.36,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,30.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23676,,7232,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.515,40.0,1027205.51,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,31.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23677,,7233,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,0.389,5.0,282604.31,328792.02,2018-11-20 14:11:54 -0500,1,923,1,1,91.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23678,,7234,2018-11-19 00:00:00 -0500,4,4,2,2,12.85,0.778,10.0,77512.96,84532.66,2018-11-20 14:11:54 -0500,1,923,1,1,48.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23679,,7235,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,1.201,15.0,415326.68,396412.83,2018-11-20 14:11:54 -0500,1,923,1,1,49.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
